# Mass =     1.593820
# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# age         Radius        logL          logg          Teff          [Fe/H]_surf   Radius_0      Teff_0        logg_0        Xc            
    0.18693353    1.51895237    0.78824705    4.27708912 7377.74267578    0.12997250    1.51895237 7377.74267578    4.27708912    0.66611648
    0.18804029    1.51915264    0.78834641    4.27697420 7377.68994141    0.12997250    1.51915264 7377.68994141    4.27697420    0.66586548
    0.18914703    1.51935339    0.78844553    4.27685833 7377.62109375    0.12997250    1.51935339 7377.62109375    4.27685833    0.66561401
    0.19025376    1.51955485    0.78854442    4.27674294 7377.55615234    0.12997250    1.51955485 7377.55615234    4.27674294    0.66536224
    0.19136052    1.51975632    0.78864318    4.27662611 7377.46728516    0.12997250    1.51975632 7377.46728516    4.27662611    0.66510993
    0.19246727    1.51995778    0.78874177    4.27651119 7377.38623047    0.12997250    1.51995778 7377.38623047    4.27651119    0.66485733
    0.19357401    1.52015960    0.78884035    4.27639580 7377.29687500    0.12997250    1.52015960 7377.29687500    4.27639580    0.66460437
    0.19468077    1.52036178    0.78893858    4.27628088 7377.21191406    0.12997250    1.52036178 7377.21191406    4.27628088    0.66435122
    0.19578752    1.52056372    0.78903711    4.27616644 7377.12695312    0.12997250    1.52056372 7377.12695312    4.27616644    0.66409785
    0.19689426    1.52076566    0.78913516    4.27605200 7377.03369141    0.12997250    1.52076566 7377.03369141    4.27605200    0.66384435
    0.19800100    1.52096796    0.78923321    4.27593756 7376.96093750    0.12997250    1.52096796 7376.96093750    4.27593756    0.66359061
    0.19910775    1.52117062    0.78933120    4.27582121 7376.89208984    0.12997252    1.52117062 7376.89208984    4.27582121    0.66333675
    0.20021451    1.52137315    0.78942949    4.27570581 7376.83154297    0.12997252    1.52137315 7376.83154297    4.27570581    0.66308290
    0.20132124    1.52157593    0.78952789    4.27558994 7376.77050781    0.12997252    1.52157593 7376.77050781    4.27558994    0.66282892
    0.20242798    1.52177858    0.78962648    4.27547264 7376.70996094    0.12997252    1.52177858 7376.70996094    4.27547264    0.66257471
    0.20353474    1.52198195    0.78972548    4.27535677 7376.64111328    0.12997250    1.52198195 7376.64111328    4.27535677    0.66232044
    0.20464149    1.52218533    0.78982478    4.27523994 7376.56396484    0.12997250    1.52218533 7376.56396484    4.27523994    0.66206610
    0.20574823    1.52238894    0.78992397    4.27512312 7376.47070312    0.12997249    1.52238894 7376.47070312    4.27512312    0.66181177
    0.20685497    1.52259302    0.79002315    4.27500582 7376.37353516    0.12997249    1.52259302 7376.37353516    4.27500582    0.66155720
    0.20796174    1.52279723    0.79012203    4.27488995 7376.28076172    0.12997249    1.52279723 7376.28076172    4.27488995    0.66130263
    0.20906848    1.52300251    0.79022062    4.27477264 7376.18359375    0.12997249    1.52300251 7376.18359375    4.27477264    0.66104770
    0.21017522    1.52320802    0.79031885    4.27465487 7376.08642578    0.12997250    1.52320802 7376.08642578    4.27465487    0.66079193
    0.21128197    1.52341402    0.79041672    4.27453661 7376.00097656    0.12997250    1.52341402 7376.00097656    4.27453661    0.66053551
    0.21238872    1.52362084    0.79051411    4.27441788 7375.92431641    0.12997250    1.52362084 7375.92431641    4.27441788    0.66027832
    0.21349546    1.52382803    0.79061139    4.27429867 7375.85156250    0.12997250    1.52382803 7375.85156250    4.27429867    0.66002053
    0.21460220    1.52403557    0.79070890    4.27417946 7375.79492188    0.12997250    1.52403557 7375.79492188    4.27417946    0.65976250
    0.21570897    1.52424300    0.79080701    4.27405977 7375.72607422    0.12997250    1.52424300 7375.72607422    4.27405977    0.65950459
    0.21681571    1.52445066    0.79090583    4.27394056 7375.65722656    0.12997252    1.52445066 7375.65722656    4.27394056    0.65924704
    0.21792245    1.52465808    0.79100513    4.27382231 7375.58837891    0.12997252    1.52465808 7375.58837891    4.27382231    0.65899003
    0.21902919    1.52486551    0.79110467    4.27370262 7375.51953125    0.12997252    1.52486551 7375.51953125    4.27370262    0.65873331
    0.22013596    1.52507281    0.79120421    4.27358341 7375.44238281    0.12997252    1.52507281 7375.44238281    4.27358341    0.65847713
    0.22124270    1.52528059    0.79130352    4.27346563 7375.36132812    0.12997252    1.52528059 7375.36132812    4.27346563    0.65822113
    0.22234944    1.52548838    0.79140264    4.27334785 7375.27636719    0.12997252    1.52548838 7375.27636719    4.27334785    0.65796536
    0.22345619    1.52569664    0.79150122    4.27322960 7375.18310547    0.12997250    1.52569664 7375.18310547    4.27322960    0.65770966
    0.22456294    1.52590549    0.79159939    4.27311182 7375.08593750    0.12997250    1.52590549 7375.08593750    4.27311182    0.65745354
    0.22566968    1.52611494    0.79169714    4.27299404 7375.00097656    0.12997252    1.52611494 7375.00097656    4.27299404    0.65719742
    0.22677642    1.52632487    0.79179454    4.27287483 7374.89599609    0.12997250    1.52632487 7374.89599609    4.27287483    0.65694112
    0.22788319    1.52653539    0.79189205    4.27275562 7374.80664062    0.12997250    1.52653539 7374.80664062    4.27275562    0.65668535
    0.22898993    1.52674592    0.79198939    4.27263546 7374.70166016    0.12997250    1.52674592 7374.70166016    4.27263546    0.65643042
    0.23009667    1.52695656    0.79208726    4.27251577 7374.62060547    0.12997250    1.52695656 7374.62060547    4.27251577    0.65617669
    0.23120341    1.52716708    0.79218507    4.27239513 7374.53955078    0.12997250    1.52716708 7374.53955078    4.27239513    0.65592384
    0.23231018    1.52737796    0.79228312    4.27227402 7374.44238281    0.12997250    1.52737796 7374.44238281    4.27227402    0.65567154
    0.23341691    1.52758837    0.79238099    4.27215290 7374.35351562    0.12997250    1.52758837 7374.35351562    4.27215290    0.65541941
    0.23452365    1.52779925    0.79247874    4.27203178 7374.26025391    0.12997250    1.52779925 7374.26025391    4.27203178    0.65516704
    0.23563041    1.52801013    0.79257631    4.27191162 7374.16699219    0.12997249    1.52801013 7374.16699219    4.27191162    0.65491450
    0.23673716    1.52822137    0.79267412    4.27178955 7374.07812500    0.12997250    1.52822137 7374.07812500    4.27178955    0.65466189
    0.23784390    1.52843297    0.79277188    4.27166796 7373.98095703    0.12997250    1.52843297 7373.98095703    4.27166796    0.65440947
