# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     1.39062047     1.33728623     0.43330273     4.32856894  6409.91601562     0.12997186     1.33728623  6409.91601562     4.32856894     0.00100000     0.70748192
     1.39130425     1.33833456     0.43436062     4.32810259  6411.30957031     0.12997189     1.33833456  6411.30957031     4.32810259     0.00100000     0.70748103
     1.39198828     1.33939135     0.43542740     4.32763004  6412.72119141     0.12997195     1.33939135  6412.72119141     4.32763004     0.00100000     0.70748013
     1.39267230     1.34045506     0.43650112     4.32715368  6414.14355469     0.12997198     1.34045506  6414.14355469     4.32715368     0.00100000     0.70747924
     1.39335608     1.34152329     0.43757948     4.32667351  6415.56640625     0.12997204     1.34152329  6415.56640625     4.32667351     0.00100000     0.70747834
     1.39404011     1.34259439     0.43866104     4.32619238  6416.99658203     0.12997209     1.34259439  6416.99658203     4.32619238     0.00100000     0.70747745
     1.39472389     1.34366632     0.43974292     4.32571173  6418.41650391     0.12997213     1.34366632  6418.41650391     4.32571173     0.00100000     0.70747679
     1.39540792     1.34473670     0.44082350     4.32523155  6419.85400391     0.12997219     1.34473670  6419.85400391     4.32523155     0.00100000     0.70747578
     1.39609194     1.34580398     0.44190037     4.32475519  6421.27832031     0.12997223     1.34580398  6421.27832031     4.32475519     0.00100000     0.70747495
     1.39677572     1.34686553     0.44297111     4.32428169  6422.68847656     0.12997228     1.34686553  6422.68847656     4.32428169     0.00100000     0.70747405
     1.39745975     1.34792101     0.44403476     4.32381296  6424.10253906     0.12997235     1.34792101  6424.10253906     4.32381296     0.00100000     0.70747322
     1.39814353     1.34896815     0.44508931     4.32334995  6425.49902344     0.12997240     1.34896815  6425.49902344     4.32334995     0.00100000     0.70747238
     1.39882755     1.35000634     0.44613412     4.32289362  6426.87841797     0.12997244     1.35000634  6426.87841797     4.32289362     0.00100000     0.70747143
     1.39951158     1.35103464     0.44716823     4.32244301  6428.24414062     0.12997249     1.35103464  6428.24414062     4.32244301     0.00100000     0.70747066
     1.40019536     1.35205233     0.44819081     4.32200003  6429.58886719     0.12997252     1.35205233  6429.58886719     4.32200003     0.00100000     0.70746976
     1.40087938     1.35306048     0.44920272     4.32156420  6430.91943359     0.12997255     1.35306048  6430.91943359     4.32156420     0.00100000     0.70746899
     1.40156317     1.35405922     0.45020434     4.32113457  6432.25781250     0.12997259     1.35405922  6432.25781250     4.32113457     0.00100000     0.70746809
     1.40224719     1.35505056     0.45119771     4.32070971  6433.56103516     0.12997261     1.35505056  6433.56103516     4.32070971     0.00100000     0.70746744
     1.40293121     1.35603487     0.45218381     4.32028961  6434.87841797     0.12997264     1.35603487  6434.87841797     4.32028961     0.00100000     0.70746660
     1.40361500     1.35701323     0.45316344     4.31987429  6436.17871094     0.12997265     1.35701323  6436.17871094     4.31987429     0.00100000     0.70746577
     1.40429902     1.35798740     0.45413807     4.31946135  6437.47900391     0.12997265     1.35798740  6437.47900391     4.31946135     0.00100000     0.70746499
     1.40498281     1.35895753     0.45510814     4.31905079  6438.77978516     0.12997270     1.35895753  6438.77978516     4.31905079     0.00100000     0.70746416
     1.40566683     1.35992491     0.45607486     4.31864262  6440.06982422     0.12997270     1.35992491  6440.06982422     4.31864262     0.00100000     0.70746344
     1.40635085     1.36089003     0.45703870     4.31823683  6441.37109375     0.12997268     1.36089003  6441.37109375     4.31823683     0.00100000     0.70746255
     1.40703464     1.36185324     0.45799980     4.31783247  6442.66552734     0.12997273     1.36185324  6442.66552734     4.31783247     0.00100000     0.70746201
     1.40771866     1.36281550     0.45895943     4.31743002  6443.94238281     0.12997273     1.36281550  6443.94238281     4.31743002     0.00100000     0.70746142
     1.40840244     1.36377728     0.45991710     4.31702662  6445.22998047     0.12997271     1.36377728  6445.22998047     4.31702662     0.00100000     0.70746064
     1.40908647     1.36473858     0.46087348     4.31662607  6446.51123047     0.12997268     1.36473858  6446.51123047     4.31662607     0.00100000     0.70746017
     1.40977049     1.36569953     0.46182817     4.31622458  6447.79589844     0.12997271     1.36569953  6447.79589844     4.31622458     0.00100000     0.70745963
     1.41045427     1.36665928     0.46277997     4.31582594  6449.06347656     0.12997271     1.36665928  6449.06347656     4.31582594     0.00100000     0.70745933
     1.41113830     1.36761796     0.46372879     4.31542635  6450.32714844     0.12997268     1.36761796  6450.32714844     4.31542635     0.00100000     0.70745915
     1.41182208     1.36857390     0.46467301     4.31503057  6451.58105469     0.12997268     1.36857390  6451.58105469     4.31503057     0.00100000     0.70745903
     1.41250610     1.36952686     0.46561280     4.31463575  6452.82763672     0.12997267     1.36952686  6452.82763672     4.31463575     0.00100000     0.70745897
     1.41319013     1.37047696     0.46654740     4.31424475  6454.06054688     0.12997265     1.37047696  6454.06054688     4.31424475     0.00100000     0.70745909
     1.41387391     1.37142229     0.46747655     4.31385612  6455.27246094     0.12997262     1.37142229  6455.27246094     4.31385612     0.00100000     0.70745933
     1.41455793     1.37236416     0.46840119     4.31347036  6456.49169922     0.12997261     1.37236416  6456.49169922     4.31347036     0.00100000     0.70745939
     1.41524172     1.37330186     0.46932113     4.31308699  6457.70068359     0.12997259     1.37330186  6457.70068359     4.31308699     0.00100000     0.70745969
     1.41592574     1.37423539     0.47023731     4.31270695  6458.90966797     0.12997256     1.37423539  6458.90966797     4.31270695     0.00100000     0.70745987
     1.41660976     1.37516522     0.47114965     4.31233025  6460.11523438     0.12997256     1.37516522  6460.11523438     4.31233025     0.00100000     0.70746017
     1.41729355     1.37609017     0.47205776     4.31195593  6461.31787109     0.12997256     1.37609017  6461.31787109     4.31195593     0.00100000     0.70746052
     1.41797757     1.37701094     0.47296199     4.31158495  6462.51660156     0.12997253     1.37701094  6462.51660156     4.31158495     0.00100000     0.70746082
     1.41866136     1.37792623     0.47386134     4.31121874  6463.71972656     0.12997253     1.37792623  6463.71972656     4.31121874     0.00100000     0.70746118
     1.41934538     1.37883627     0.47475612     4.31085443  6464.91894531     0.12997252     1.37883627  6464.91894531     4.31085443     0.00100000     0.70746166
     1.42002940     1.37974024     0.47564518     4.31049490  6466.10791016     0.12997250     1.37974024  6466.10791016     4.31049490     0.00100000     0.70746213
     1.42071319     1.38063729     0.47652784     4.31014013  6467.29394531     0.12997249     1.38063729  6467.29394531     4.31014013     0.00100000     0.70746267
     1.42139721     1.38152814     0.47740439     4.30978918  6468.46923828     0.12997249     1.38152814  6468.46923828     4.30978918     0.00100000     0.70746332
     1.42208099     1.38241196     0.47827429     4.30944347  6469.63769531     0.12997247     1.38241196  6469.63769531     4.30944347     0.00100000     0.70746398
     1.42276502     1.38328958     0.47913831     4.30910110  6470.80957031     0.12997249     1.38328958  6470.80957031     4.30910110     0.00100000     0.70746469
     1.42344904     1.38416111     0.47999609     4.30876398  6471.96777344     0.12997247     1.38416111  6471.96777344     4.30876398     0.00100000     0.70746559
     1.42413282     1.38502622     0.48084766     4.30843019  6473.12597656     0.12997246     1.38502622  6473.12597656     4.30843019     0.00100000     0.70746630
     1.42481685     1.38588619     0.48169401     4.30809975  6474.28125000     0.12997246     1.38588619  6474.28125000     4.30809975     0.00100000     0.70746714
     1.42550075     1.38674033     0.48253495     4.30777359  6475.42236328     0.12997246     1.38674033  6475.42236328     4.30777359     0.00100000     0.70746809
     1.42618465     1.38758945     0.48337096     4.30745029  6476.56005859     0.12997246     1.38758945  6476.56005859     4.30745029     0.00100000     0.70746905
     1.42686868     1.38843429     0.48420268     4.30713034  6477.68701172     0.12997244     1.38843429  6477.68701172     4.30713034     0.00100000     0.70746994
     1.42755246     1.38927472     0.48503006     4.30681324  6478.82177734     0.12997246     1.38927472  6478.82177734     4.30681324     0.00100000     0.70747095
     1.42823648     1.39011133     0.48585382     4.30649853  6479.94580078     0.12997246     1.39011133  6479.94580078     4.30649853     0.00100000     0.70747191
     1.42892039     1.39094484     0.48667410     4.30618620  6481.06250000     0.12997244     1.39094484  6481.06250000     4.30618620     0.00100000     0.70747280
     1.42960429     1.39177537     0.48749149     4.30587578  6482.18359375     0.12997246     1.39177537  6482.18359375     4.30587578     0.00100000     0.70747393
     1.43028831     1.39260328     0.48830628     4.30556774  6483.30126953     0.12997246     1.39260328  6483.30126953     4.30556774     0.00100000     0.70747495
     1.43097210     1.39342916     0.48911843     4.30525970  6484.40429688     0.12997246     1.39342916  6484.40429688     4.30525970     0.00100000     0.70747596
     1.43165612     1.39425409     0.48992902     4.30495310  6485.50439453     0.12997246     1.39425409  6485.50439453     4.30495310     0.00100000     0.70747697
     1.43234003     1.39507759     0.49073792     4.30464697  6486.60107422     0.12997246     1.39507759  6486.60107422     4.30464697     0.00100000     0.70747781
     1.43302393     1.39590192     0.49154580     4.30434036  6487.69482422     0.12997247     1.39590192  6487.69482422     4.30434036     0.00100000     0.70747870
     1.43370795     1.39672685     0.49235353     4.30403376  6488.78466797     0.12997247     1.39672685  6488.78466797     4.30403376     0.00100000     0.70747966
     1.43439174     1.39755356     0.49316174     4.30372620  6489.88183594     0.12997247     1.39755356  6489.88183594     4.30372620     0.00100000     0.70748049
     1.43507576     1.39838302     0.49397221     4.30341673  6490.97558594     0.12997249     1.39838302  6490.97558594     4.30341673     0.00100000     0.70748150
     1.43575966     1.39921677     0.49478608     4.30310535  6492.07666016     0.12997249     1.39921677  6492.07666016     4.30310535     0.00100000     0.70748246
     1.43644357     1.40005577     0.49560496     4.30279064  6493.19238281     0.12997249     1.40005577  6493.19238281     4.30279064     0.00100000     0.70748341
     1.43712759     1.40090036     0.49642935     4.30247307  6494.31884766     0.12997249     1.40090036  6494.31884766     4.30247307     0.00100000     0.70748436
     1.43781137     1.40175104     0.49725905     4.30215263  6495.45263672     0.12997249     1.40175104  6495.45263672     4.30215263     0.00100000     0.70748544
     1.43849540     1.40260816     0.49809438     4.30182981  6496.60107422     0.12997250     1.40260816  6496.60107422     4.30182981     0.00100000     0.70748657
     1.43917930     1.40347099     0.49893484     4.30150223  6497.75341797     0.12997249     1.40347099  6497.75341797     4.30150223     0.00100000     0.70748752
     1.43986320     1.40433991     0.49978006     4.30117178  6498.91601562     0.12997250     1.40433991  6498.91601562     4.30117178     0.00100000     0.70748854
     1.44054723     1.40521502     0.50063014     4.30083799  6500.08300781     0.12997252     1.40521502  6500.08300781     4.30083799     0.00100000     0.70748955
     1.44123101     1.40609658     0.50148493     4.30049944  6501.25000000     0.12997250     1.40609658  6501.25000000     4.30049944     0.00100000     0.70749032
     1.44191504     1.40698504     0.50234532     4.30015850  6502.42773438     0.12997250     1.40698504  6502.42773438     4.30015850     0.00100000     0.70749122
     1.44259894     1.40788019     0.50321066     4.29981184  6503.60937500     0.12997253     1.40788019  6503.60937500     4.29981184     0.00100000     0.70749205
     1.44328284     1.40878189     0.50408137     4.29946232  6504.78417969     0.12997250     1.40878189  6504.78417969     4.29946232     0.00100000     0.70749289
     1.44396687     1.40969121     0.50495744     4.29910755  6505.97705078     0.12997250     1.40969121  6505.97705078     4.29910755     0.00100000     0.70749372
     1.44465065     1.41060615     0.50583827     4.29875088  6507.17724609     0.12997252     1.41060615  6507.17724609     4.29875088     0.00100000     0.70749450
     1.44533467     1.41152763     0.50672436     4.29838943  6508.37060547     0.12997252     1.41152763  6508.37060547     4.29838943     0.00100000     0.70749527
     1.44601858     1.41245461     0.50761431     4.29802370  6509.56054688     0.12997252     1.41245461  6509.56054688     4.29802370     0.00100000     0.70749605
     1.44670248     1.41338623     0.50850767     4.29765606  6510.77197266     0.12997250     1.41338623  6510.77197266     4.29765606     0.00100000     0.70749676
     1.44738650     1.41432273     0.50940436     4.29728603  6511.97656250     0.12997252     1.41432273  6511.97656250     4.29728603     0.00100000     0.70749754
     1.44807029     1.41526198     0.51030290     4.29691458  6513.17431641     0.12997253     1.41526198  6513.17431641     4.29691458     0.00100000     0.70749819
     1.44875431     1.41620457     0.51120371     4.29654026  6514.38671875     0.12997250     1.41620457  6514.38671875     4.29654026     0.00100000     0.70749867
     1.44943821     1.41714978     0.51210546     4.29616499  6515.58837891     0.12997252     1.41714978  6515.58837891     4.29616499     0.00100000     0.70749944
     1.45012212     1.41809666     0.51300818     4.29578924  6516.78662109     0.12997252     1.41809666  6516.78662109     4.29578924     0.00100000     0.70749986
     1.45080614     1.41904557     0.51391184     4.29541254  6517.99609375     0.12997252     1.41904557  6517.99609375     4.29541254     0.00100000     0.70750046
     1.45148993     1.41999495     0.51481569     4.29503441  6519.19824219     0.12997252     1.41999495  6519.19824219     4.29503441     0.00100000     0.70750076
     1.45217395     1.42094624     0.51572067     4.29465675  6520.40087891     0.12997252     1.42094624  6520.40087891     4.29465675     0.00100000     0.70750105
     1.45285785     1.42189848     0.51662648     4.29427814  6521.60742188     0.12997252     1.42189848  6521.60742188     4.29427814     0.00100000     0.70750135
     1.45354176     1.42285156     0.51753348     4.29389858  6522.81787109     0.12997252     1.42285156  6522.81787109     4.29389858     0.00100000     0.70750141
     1.45422578     1.42380679     0.51844221     4.29351902  6524.03515625     0.12997249     1.42380679  6524.03515625     4.29351902     0.00100000     0.70750147
     1.45490956     1.42476273     0.51935267     4.29313898  6525.25683594     0.12997250     1.42476273  6525.25683594     4.29313898     0.00100000     0.70750141
     1.45559359     1.42572141     0.52026618     4.29275799  6526.47851562     0.12997250     1.42572141  6526.47851562     4.29275799     0.00100000     0.70750105
     1.45627749     1.42668211     0.52118254     4.29237556  6527.71826172     0.12997250     1.42668211  6527.71826172     4.29237556     0.00100000     0.70750093
     1.45696139     1.42764544     0.52210259     4.29199266  6528.96533203     0.12997250     1.42764544  6528.96533203     4.29199266     0.00100000     0.70750070
     1.45764542     1.42861235     0.52302730     4.29160738  6530.22705078     0.12997250     1.42861235  6530.22705078     4.29160738     0.00100000     0.70750040
     1.45832920     1.42958200     0.52395648     4.29122066  6531.49658203     0.12997250     1.42958200  6531.49658203     4.29122066     0.00100000     0.70750004
     1.45901322     1.43055606     0.52489173     4.29083157  6532.77294922     0.12997249     1.43055606  6532.77294922     4.29083157     0.00100000     0.70749962
     1.45969713     1.43153489     0.52583271     4.29044008  6534.08593750     0.12997252     1.43153489  6534.08593750     4.29044008     0.00100000     0.70749909
     1.46038103     1.43251836     0.52678037     4.29004669  6535.39892578     0.12997250     1.43251836  6535.39892578     4.29004669     0.00100000     0.70749855
     1.46106505     1.43350708     0.52773476     4.28964949  6536.72998047     0.12997250     1.43350708  6536.72998047     4.28964949     0.00100000     0.70749784
     1.46174884     1.43450010     0.52869540     4.28925133  6538.07958984     0.12997252     1.43450010  6538.07958984     4.28925133     0.00100000     0.70749718
     1.46243286     1.43549871     0.52966261     4.28884983  6539.45068359     0.12997250     1.43549871  6539.45068359     4.28884983     0.00100000     0.70749652
     1.46311677     1.43650162     0.53063565     4.28844643  6540.81835938     0.12997252     1.43650162  6540.81835938     4.28844643     0.00100000     0.70749569
     1.46380067     1.43750918     0.53161383     4.28804016  6542.22656250     0.12997252     1.43750918  6542.22656250     4.28804016     0.00100000     0.70749474
     1.46448469     1.43852043     0.53259677     4.28763151  6543.62353516     0.12997250     1.43852043  6543.62353516     4.28763151     0.00100000     0.70749372
     1.46516848     1.43953466     0.53358364     4.28722191  6545.03564453     0.12997252     1.43953466  6545.03564453     4.28722191     0.00100000     0.70749277
     1.46585250     1.44055223     0.53457397     4.28681087  6546.45507812     0.12997250     1.44055223  6546.45507812     4.28681087     0.00100000     0.70749152
     1.46653640     1.44157124     0.53556663     4.28640079  6547.88916016     0.12997250     1.44157124  6547.88916016     4.28640079     0.00100000     0.70749038
     1.46722031     1.44259202     0.53656101     4.28598833  6549.32324219     0.12997250     1.44259202  6549.32324219     4.28598833     0.00100000     0.70748919
     1.46790433     1.44361353     0.53755647     4.28557682  6550.75439453     0.12997250     1.44361353  6550.75439453     4.28557682     0.00100000     0.70748812
     1.46858811     1.44463456     0.53855205     4.28516483  6552.19677734     0.12997250     1.44463456  6552.19677734     4.28516483     0.00100000     0.70748717
     1.46927214     1.44565642     0.53954822     4.28475332  6553.63964844     0.12997249     1.44565642  6553.63964844     4.28475332     0.00100000     0.70748627
     1.46995604     1.44667780     0.54054403     4.28434324  6555.08935547     0.12997252     1.44667780  6555.08935547     4.28434324     0.00100000     0.70748550
     1.47063994     1.44769847     0.54153949     4.28393364  6556.53613281     0.12997250     1.44769847  6556.53613281     4.28393364     0.00100000     0.70748484
     1.47132397     1.44871855     0.54253405     4.28352356  6557.96923828     0.12997250     1.44871855  6557.96923828     4.28352356     0.00100000     0.70748419
     1.47200775     1.44973743     0.54352689     4.28311491  6559.41308594     0.12997250     1.44973743  6559.41308594     4.28311491     0.00100000     0.70748353
     1.47269177     1.45075572     0.54451823     4.28270769  6560.85351562     0.12997250     1.45075572  6560.85351562     4.28270769     0.00100000     0.70748305
     1.47337568     1.45177162     0.54550707     4.28230238  6562.29052734     0.12997250     1.45177162  6562.29052734     4.28230238     0.00100000     0.70748246
     1.47405958     1.45278573     0.54649293     4.28189898  6563.72119141     0.12997249     1.45278573  6563.72119141     4.28189898     0.00100000     0.70748210
     1.47474360     1.45379746     0.54747522     4.28149605  6565.14453125     0.12997250     1.45379746  6565.14453125     4.28149605     0.00100000     0.70748180
     1.47542751     1.45480621     0.54845315     4.28109646  6566.57177734     0.12997250     1.45480621  6566.57177734     4.28109646     0.00100000     0.70748132
     1.47611141     1.45581067     0.54942584     4.28070021  6567.98144531     0.12997250     1.45581067  6567.98144531     4.28070021     0.00100000     0.70748103
     1.47679532     1.45681071     0.55039257     4.28030586  6569.37695312     0.12997250     1.45681071  6569.37695312     4.28030586     0.00100000     0.70748067
     1.47747922     1.45780551     0.55135220     4.27991486  6570.77636719     0.12997250     1.45780551  6570.77636719     4.27991486     0.00100000     0.70748037
     1.47816324     1.45879459     0.55230427     4.27952862  6572.15087891     0.12997250     1.45879459  6572.15087891     4.27952862     0.00100000     0.70748013
     1.47884715     1.45977604     0.55324709     4.27914715  6573.51123047     0.12997250     1.45977604  6573.51123047     4.27914715     0.00100000     0.70748001
     1.47953105     1.46074963     0.55418015     4.27877045  6574.85742188     0.12997250     1.46074963  6574.85742188     4.27877045     0.00100000     0.70747977
     1.48021495     1.46171451     0.55510199     4.27840042  6576.17871094     0.12997250     1.46171451  6576.17871094     4.27840042     0.00100000     0.70747977
     1.48089886     1.46267033     0.55601215     4.27803516  6577.47851562     0.12997249     1.46267033  6577.47851562     4.27803516     0.00100000     0.70747966
     1.48158288     1.46361721     0.55691093     4.27767515  6578.76074219     0.12997249     1.46361721  6578.76074219     4.27767515     0.00100000     0.70747977
     1.48226678     1.46455514     0.55779856     4.27732086  6580.02099609     0.12997252     1.46455514  6580.02099609     4.27732086     0.00100000     0.70747989
     1.48295069     1.46548498     0.55867517     4.27697229  6581.26416016     0.12997250     1.46548498  6581.26416016     4.27697229     0.00100000     0.70748001
     1.48363459     1.46640718     0.55954146     4.27662754  6582.48144531     0.12997250     1.46640718  6582.48144531     4.27662754     0.00100000     0.70748019
     1.48431849     1.46732187     0.56039780     4.27628756  6583.67431641     0.12997250     1.46732187  6583.67431641     4.27628756     0.00100000     0.70748025
     1.48500252     1.46823025     0.56124514     4.27595186  6584.85986328     0.12997250     1.46823025  6584.85986328     4.27595186     0.00100000     0.70748055
     1.48568642     1.46913218     0.56208378     4.27562046  6586.02392578     0.12997252     1.46913218  6586.02392578     4.27562046     0.00100000     0.70748073
     1.48637033     1.47002900     0.56291479     4.27529001  6587.15917969     0.12997250     1.47002900  6587.15917969     4.27529001     0.00100000     0.70748109
     1.48705423     1.47092068     0.56373918     4.27496433  6588.29492188     0.12997250     1.47092068  6588.29492188     4.27496433     0.00100000     0.70748132
     1.48773813     1.47180820     0.56455821     4.27464104  6589.41992188     0.12997250     1.47180820  6589.41992188     4.27464104     0.00100000     0.70748180
     1.48842216     1.47269237     0.56537324     4.27431870  6590.53759766     0.12997250     1.47269237  6590.53759766     4.27431870     0.00100000     0.70748216
     1.48910606     1.47357321     0.56618512     4.27399826  6591.65234375     0.12997252     1.47357321  6591.65234375     4.27399826     0.00100000     0.70748258
     1.48978996     1.47445190     0.56699526     4.27367926  6592.76318359     0.12997250     1.47445190  6592.76318359     4.27367926     0.00100000     0.70748311
     1.49047387     1.47532856     0.56780493     4.27336168  6593.87792969     0.12997250     1.47532856  6593.87792969     4.27336168     0.00100000     0.70748365
     1.49115777     1.47620487     0.56861496     4.27304411  6594.98925781     0.12997249     1.47620487  6594.98925781     4.27304411     0.00100000     0.70748383
     1.49184179     1.47708106     0.56942594     4.27272606  6596.11181641     0.12997249     1.47708106  6596.11181641     4.27272606     0.00100000     0.70748401
     1.49252570     1.47795749     0.57023841     4.27240849  6597.23437500     0.12997249     1.47795749  6597.23437500     4.27240849     0.00100000     0.70748413
     1.49320960     1.47883475     0.57105231     4.27209139  6598.36083984     0.12997249     1.47883475  6598.36083984     4.27209139     0.00100000     0.70748442
     1.49389350     1.47971332     0.57186800     4.27177191  6599.49853516     0.12997249     1.47971332  6599.49853516     4.27177191     0.00100000     0.70748454
     1.49457741     1.48059416     0.57268608     4.27145243  6600.63281250     0.12997249     1.48059416  6600.63281250     4.27145243     0.00100000     0.70748496
     1.49526143     1.48147869     0.57350785     4.27113008  6601.77783203     0.12997249     1.48147869  6601.77783203     4.27113008     0.00100000     0.70748568
     1.49594533     1.48236728     0.57433420     4.27080631  6602.93017578     0.12997250     1.48236728  6602.93017578     4.27080631     0.00100000     0.70748621
     1.49662924     1.48326159     0.57516658     4.27048016  6604.09033203     0.12997249     1.48326159  6604.09033203     4.27048016     0.00100000     0.70748693
     1.49731314     1.48416269     0.57600582     4.27014923  6605.26513672     0.12997249     1.48416269  6605.26513672     4.27014923     0.00100000     0.70748776
     1.49799705     1.48507106     0.57685322     4.26981449  6606.46191406     0.12997252     1.48507106  6606.46191406     4.26981449     0.00100000     0.70748842
     1.49868107     1.48598731     0.57770956     4.26947546  6607.66992188     0.12997250     1.48598731  6607.66992188     4.26947546     0.00100000     0.70748907
     1.49936497     1.48691130     0.57857466     4.26913166  6608.89941406     0.12997250     1.48691130  6608.89941406     4.26913166     0.00100000     0.70748949
     1.50004888     1.48784328     0.57944924     4.26878500  6610.14794922     0.12997250     1.48784328  6610.14794922     4.26878500     0.00100000     0.70748985
     1.50073278     1.48878324     0.58033329     4.26843262  6611.42187500     0.12997249     1.48878324  6611.42187500     4.26843262     0.00100000     0.70748985
     1.50141668     1.48973107     0.58122641     4.26807642  6612.70654297     0.12997250     1.48973107  6612.70654297     4.26807642     0.00100000     0.70748991
     1.50210071     1.49068618     0.58212817     4.26771593  6614.01025391     0.12997250     1.49068618  6614.01025391     4.26771593     0.00100000     0.70748973
     1.50278461     1.49164808     0.58303797     4.26735306  6615.34619141     0.12997250     1.49164808  6615.34619141     4.26735306     0.00100000     0.70748949
     1.50346851     1.49261606     0.58395541     4.26698589  6616.70117188     0.12997250     1.49261606  6616.70117188     4.26698589     0.00100000     0.70748925
     1.50415242     1.49359047     0.58487999     4.26661587  6618.05273438     0.12997250     1.49359047  6618.05273438     4.26661587     0.00100000     0.70748889
     1.50483632     1.49457049     0.58581150     4.26624298  6619.42968750     0.12997250     1.49457049  6619.42968750     4.26624298     0.00100000     0.70748860
     1.50552034     1.49555624     0.58674961     4.26586723  6620.82519531     0.12997250     1.49555624  6620.82519531     4.26586723     0.00100000     0.70748806
     1.50620425     1.49654663     0.58769339     4.26548910  6622.22851562     0.12997249     1.49654663  6622.22851562     4.26548910     0.00100000     0.70748758
     1.50688815     1.49754179     0.58864290     4.26510811  6623.64990234     0.12997250     1.49754179  6623.64990234     4.26510811     0.00100000     0.70748699
     1.50757205     1.49854136     0.58959728     4.26472712  6625.08300781     0.12997250     1.49854136  6625.08300781     4.26472712     0.00100000     0.70748651
     1.50825596     1.49954402     0.59055591     4.26434231  6626.51611328     0.12997250     1.49954402  6626.51611328     4.26434231     0.00100000     0.70748597
     1.50893998     1.50055051     0.59151870     4.26395655  6627.96386719     0.12997249     1.50055051  6627.96386719     4.26395655     0.00100000     0.70748520
     1.50962389     1.50155938     0.59248418     4.26357031  6629.43066406     0.12997250     1.50155938  6629.43066406     4.26357031     0.00100000     0.70748478
     1.51030779     1.50257051     0.59345216     4.26318264  6630.89746094     0.12997250     1.50257051  6630.89746094     4.26318264     0.00100000     0.70748425
     1.51099169     1.50358284     0.59442186     4.26279497  6632.36474609     0.12997250     1.50358284  6632.36474609     4.26279497     0.00100000     0.70748359
     1.51167560     1.50459576     0.59539229     4.26240730  6633.83544922     0.12997250     1.50459576  6633.83544922     4.26240730     0.00100000     0.70748305
     1.51235962     1.50560904     0.59636295     4.26201963  6635.31787109     0.12997249     1.50560904  6635.31787109     4.26201963     0.00100000     0.70748246
     1.51304352     1.50662172     0.59733248     4.26163387  6636.79736328     0.12997252     1.50662172  6636.79736328     4.26163387     0.00100000     0.70748210
     1.51372743     1.50763309     0.59830034     4.26124811  6638.26904297     0.12997252     1.50763309  6638.26904297     4.26124811     0.00100000     0.70748168
     1.51441133     1.50864196     0.59926534     4.26086378  6639.74511719     0.12997250     1.50864196  6639.74511719     4.26086378     0.00100000     0.70748121
     1.51509523     1.50964808     0.60022658     4.26048231  6641.20703125     0.12997250     1.50964808  6641.20703125     4.26048231     0.00100000     0.70748079
     1.51577926     1.51065063     0.60118318     4.26010227  6642.66943359     0.12997250     1.51065063  6642.66943359     4.26010227     0.00100000     0.70748025
     1.51646316     1.51164877     0.60213381     4.25972652  6644.11376953     0.12997250     1.51164877  6644.11376953     4.25972652     0.00100000     0.70748001
     1.51714706     1.51264107     0.60307735     4.25935364  6645.55468750     0.12997249     1.51264107  6645.55468750     4.25935364     0.00100000     0.70747960
     1.51783097     1.51362777     0.60401303     4.25898361  6646.97753906     0.12997252     1.51362777  6646.97753906     4.25898361     0.00100000     0.70747936
     1.51851487     1.51460743     0.60493976     4.25861835  6648.37890625     0.12997252     1.51460743  6648.37890625     4.25861835     0.00100000     0.70747924
     1.51919889     1.51557910     0.60585630     4.25825787  6649.76953125     0.12997250     1.51557910  6649.76953125     4.25825787     0.00100000     0.70747906
     1.51988280     1.51654208     0.60676140     4.25790310  6651.13134766     0.12997250     1.51654208  6651.13134766     4.25790310     0.00100000     0.70747900
     1.52056670     1.51749516     0.60765457     4.25755262  6652.47167969     0.12997250     1.51749516  6652.47167969     4.25755262     0.00100000     0.70747894
     1.52125061     1.51843894     0.60853589     4.25720978  6653.79003906     0.12997250     1.51843894  6653.79003906     4.25720978     0.00100000     0.70747894
     1.52193451     1.51937366     0.60940617     4.25686979  6655.07958984     0.12997249     1.51937366  6655.07958984     4.25686979     0.00100000     0.70747918
     1.52261853     1.52030075     0.61026680     4.25653696  6656.35839844     0.12997250     1.52030075  6656.35839844     4.25653696     0.00100000     0.70747960
     1.52330244     1.52121949     0.61111796     4.25620699  6657.61181641     0.12997250     1.52121949  6657.61181641     4.25620699     0.00100000     0.70748013
     1.52398634     1.52213156     0.61196065     4.25588226  6658.85107422     0.12997250     1.52213156  6658.85107422     4.25588226     0.00100000     0.70748079
     1.52467024     1.52303720     0.61279589     4.25556087  6660.07226562     0.12997250     1.52303720  6660.07226562     4.25556087     0.00100000     0.70748168
     1.52535415     1.52393746     0.61362427     4.25524282  6661.27539062     0.12997250     1.52393746  6661.27539062     4.25524282     0.00100000     0.70748252
     1.52603817     1.52483416     0.61444670     4.25492716  6662.47119141     0.12997250     1.52483416  6662.47119141     4.25492716     0.00100000     0.70748371
     1.52672207     1.52572668     0.61526328     4.25461435  6663.64892578     0.12997250     1.52572668  6663.64892578     4.25461435     0.00100000     0.70748454
     1.52740598     1.52661681     0.61607492     4.25430298  6664.82714844     0.12997250     1.52661681  6664.82714844     4.25430298     0.00100000     0.70748532
