# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     0.73199809     0.65152067    -0.81245661     4.67444992  4482.86621094     0.12962852     0.65152067  4482.86621094     4.67444992     0.00100000     0.70716691
     0.73268199     0.65210938    -0.81065696     4.67406845  4485.47070312     0.12962906     0.65210938  4485.47070312     4.67406845     0.00100000     0.70716870
     0.73336589     0.65269482    -0.80886495     4.67369127  4488.07177734     0.12962979     0.65269482  4488.07177734     4.67369127     0.00100000     0.70717061
     0.73404986     0.65327603    -0.80708516     4.67332125  4490.65234375     0.12963048     0.65327603  4490.65234375     4.67332125     0.00100000     0.70717275
     0.73473376     0.65385240    -0.80531996     4.67296028  4493.22412109     0.12963071     0.65385240  4493.22412109     4.67296028     0.00100000     0.70717478
     0.73541772     0.65442431    -0.80356920     4.67260838  4495.79296875     0.12963046     0.65442431  4495.79296875     4.67260838     0.00100000     0.70717704
     0.73610163     0.65499067    -0.80183208     4.67226505  4498.35058594     0.12963033     0.65499067  4498.35058594     4.67226505     0.00100000     0.70717943
     0.73678553     0.65554947    -0.80010939     4.67193079  4500.90234375     0.12963143     0.65554947  4500.90234375     4.67193079     0.00100000     0.70718271
     0.73746949     0.65609872    -0.79840052     4.67160463  4503.44775391     0.12963498     0.65609872  4503.44775391     4.67160463     0.00100000     0.70718712
     0.73815340     0.65664148    -0.79669553     4.67128563  4506.00488281     0.12963933     0.65664148  4506.00488281     4.67128563     0.00100000     0.70719224
     0.73883736     0.65718526    -0.79497790     4.67096615  4508.58593750     0.12964128     0.65718526  4508.58593750     4.67096615     0.00100000     0.70719641
     0.73952127     0.65773511    -0.79323423     4.67064190  4511.22021484     0.12963998     0.65773511  4511.22021484     4.67064190     0.00100000     0.70719928
     0.74020517     0.65829277    -0.79145449     4.67031050  4513.93505859     0.12963855     0.65829277  4513.93505859     4.67031050     0.00100000     0.70720190
     0.74088913     0.65886015    -0.78962803     4.66996670  4516.74853516     0.12964027     0.65886015  4516.74853516     4.66996670     0.00100000     0.70720577
     0.74157304     0.65943944    -0.78774989     4.66960764  4519.66308594     0.12964496     0.65943944  4519.66308594     4.66960764     0.00100000     0.70721090
     0.74225700     0.66003758    -0.78580064     4.66922235  4522.69628906     0.12964855     0.66003758  4522.69628906     4.66922235     0.00100000     0.70721573
     0.74294090     0.66066962    -0.78373659     4.66878939  4525.89013672     0.12964468     0.66066962  4525.89013672     4.66878939     0.00100000     0.70721924
     0.74362481     0.66129738    -0.78168637     4.66836548  4529.06445312     0.12964365     0.66129738  4529.06445312     4.66836548     0.00100000     0.70722610
     0.74430877     0.66191161    -0.77967924     4.66796064  4532.19091797     0.12964684     0.66191161  4532.19091797     4.66796064     0.00100000     0.70723158
     0.74499267     0.66252571    -0.77766901     4.66754675  4535.36425781     0.12965000     0.66252571  4535.36425781     4.66754675     0.00100000     0.70722848
     0.74567664     0.66313767    -0.77567315     4.66713619  4538.52490234     0.12965488     0.66313767  4538.52490234     4.66713619     0.00100000     0.70723200
     0.74636054     0.66374606    -0.77369618     4.66673326  4541.61035156     0.12965925     0.66374606  4541.61035156     4.66673326     0.00100000     0.70724058
     0.74704444     0.66435283    -0.77173007     4.66633892  4544.64306641     0.12966050     0.66435283  4544.64306641     4.66633892     0.00100000     0.70724553
     0.74772841     0.66495806    -0.76978093     4.66594744  4547.65039062     0.12965965     0.66495806  4547.65039062     4.66594744     0.00100000     0.70724910
     0.74841231     0.66555983    -0.76786321     4.66555595  4550.64013672     0.12965828     0.66555983  4550.64013672     4.66555595     0.00100000     0.70725513
     0.74909627     0.66614699    -0.76601100     4.66518402  4553.50390625     0.12965864     0.66614699  4553.50390625     4.66518402     0.00100000     0.70726252
     0.74978018     0.66671580    -0.76423270     4.66483927  4556.20410156     0.12966135     0.66671580  4556.20410156     4.66483927     0.00100000     0.70726800
     0.75046408     0.66727322    -0.76250356     4.66451263  4558.80371094     0.12966409     0.66727322  4558.80371094     4.66451263     0.00100000     0.70727175
     0.75114805     0.66782355    -0.76080781     4.66419363  4561.36230469     0.12966539     0.66782355  4561.36230469     4.66419363     0.00100000     0.70727426
     0.75183195     0.66836870    -0.75913852     4.66388130  4563.88476562     0.12966517     0.66836870  4563.88476562     4.66388130     0.00100000     0.70727611
     0.75251591     0.66890997    -0.75749040     4.66357231  4566.37597656     0.12966435     0.66890997  4566.37597656     4.66357231     0.00100000     0.70727682
     0.75319982     0.66944927    -0.75585812     4.66326714  4568.83056641     0.12966347     0.66944927  4568.83056641     4.66326714     0.00100000     0.70727628
     0.75388372     0.66998833    -0.75423616     4.66296244  4571.25439453     0.12966272     0.66998833  4571.25439453     4.66296244     0.00100000     0.70727438
     0.75456768     0.67052901    -0.75262034     4.66265583  4573.66406250     0.12966192     0.67052901  4573.66406250     4.66265583     0.00100000     0.70727110
     0.75525159     0.67107213    -0.75100803     4.66234684  4576.05468750     0.12966084     0.67107213  4576.05468750     4.66234684     0.00100000     0.70726657
     0.75593555     0.67161882    -0.74939638     4.66203356  4578.42968750     0.12965927     0.67161882  4578.42968750     4.66203356     0.00100000     0.70726019
     0.75661945     0.67217010    -0.74778336     4.66171455  4580.80810547     0.12965712     0.67217010  4580.80810547     4.66171455     0.00100000     0.70725232
     0.75730342     0.67272687    -0.74616647     4.66138983  4583.17480469     0.12965439     0.67272687  4583.17480469     4.66138983     0.00100000     0.70724267
     0.75798732     0.67328995    -0.74454361     4.66105652  4585.54052734     0.12965095     0.67328995  4585.54052734     4.66105652     0.00100000     0.70723110
     0.75867122     0.67386031    -0.74291295     4.66071224  4587.91015625     0.12964691     0.67386031  4587.91015625     4.66071224     0.00100000     0.70721769
     0.75935519     0.67443895    -0.74127215     4.66036034  4590.27294922     0.12964225     0.67443895  4590.27294922     4.66036034     0.00100000     0.70720214
     0.76003909     0.67502654    -0.73961985     4.65999603  4592.64257812     0.12963693     0.67502654  4592.64257812     4.65999603     0.00100000     0.70718461
     0.76072305     0.67562383    -0.73795432     4.65961933  4595.02050781     0.12963104     0.67562383  4595.02050781     4.65961933     0.00100000     0.70716482
     0.76140696     0.67623067    -0.73627603     4.65923071  4597.40283203     0.12962461     0.67623067  4597.40283203     4.65923071     0.00100000     0.70714301
     0.76209086     0.67684597    -0.73458600     4.65883160  4599.79345703     0.12961760     0.67684597  4599.79345703     4.65883160     0.00100000     0.70711905
     0.76277483     0.67746913    -0.73288482     4.65842295  4602.18017578     0.12961017     0.67746913  4602.18017578     4.65842295     0.00100000     0.70709324
     0.76345873     0.67809898    -0.73117417     4.65800476  4604.58349609     0.12960225     0.67809898  4604.58349609     4.65800476     0.00100000     0.70706540
     0.76414269     0.67873484    -0.72945493     4.65757990  4606.98291016     0.12959389     0.67873484  4606.98291016     4.65757990     0.00100000     0.70703566
     0.76482660     0.67937517    -0.72772878     4.65715122  4609.39404297     0.12958513     0.67937517  4609.39404297     4.65715122     0.00100000     0.70700413
     0.76551050     0.68001884    -0.72599661     4.65671778  4611.81884766     0.12957594     0.68001884  4611.81884766     4.65671778     0.00100000     0.70697081
     0.76619446     0.68066454    -0.72425926     4.65628052  4614.23974609     0.12956625     0.68066454  4614.23974609     4.65628052     0.00100000     0.70693547
     0.76687837     0.68131059    -0.72251797     4.65584421  4616.68017578     0.12955615     0.68131059  4616.68017578     4.65584421     0.00100000     0.70689833
     0.76756233     0.68195593    -0.72077209     4.65540981  4619.13671875     0.12954555     0.68195593  4619.13671875     4.65540981     0.00100000     0.70685935
     0.76824623     0.68259960    -0.71902061     4.65497732  4621.61474609     0.12953438     0.68259960  4621.61474609     4.65497732     0.00100000     0.70681870
     0.76893020     0.68324149    -0.71726024     4.65454626  4624.12451172     0.12952280     0.68324149  4624.12451172     4.65454626     0.00100000     0.70677620
     0.76961410     0.68388283    -0.71548605     4.65411663  4626.67138672     0.12951107     0.68388283  4626.67138672     4.65411663     0.00100000     0.70673233
     0.77029800     0.68452579    -0.71369237     4.65368652  4629.26806641     0.12949982     0.68452579  4629.26806641     4.65368652     0.00100000     0.70668757
     0.77098197     0.68517214    -0.71187538     4.65325165  4631.92724609     0.12948959     0.68517214  4631.92724609     4.65325165     0.00100000     0.70664251
     0.77166587     0.68582106    -0.71003801     4.65281439  4634.62841797     0.12948027     0.68582106  4634.62841797     4.65281439     0.00100000     0.70659721
     0.77234983     0.68647009    -0.70818275     4.65237570  4637.37695312     0.12947144     0.68647009  4637.37695312     4.65237570     0.00100000     0.70655102
     0.77303374     0.68711549    -0.70631146     4.65194178  4640.18847656     0.12946182     0.68711549  4640.18847656     4.65194178     0.00100000     0.70650387
     0.77371764     0.68775350    -0.70442933     4.65151548  4643.05761719     0.12945056     0.68775350  4643.05761719     4.65151548     0.00100000     0.70645541
     0.77440161     0.68838584    -0.70255643     4.65109968  4645.92333984     0.12944031     0.68838584  4645.92333984     4.65109968     0.00100000     0.70640832
     0.77508551     0.68901706    -0.70070994     4.65069056  4648.73242188     0.12943342     0.68901706  4648.73242188     4.65069056     0.00100000     0.70636493
     0.77576947     0.68964845    -0.69888783     4.65028048  4651.48974609     0.12942694     0.68964845  4651.48974609     4.65028048     0.00100000     0.70632434
     0.77645338     0.69028044    -0.69708717     4.64986849  4654.19970703     0.12941857     0.69028044  4654.19970703     4.64986849     0.00100000     0.70628524
     0.77713728     0.69091362    -0.69530439     4.64945173  4656.87304688     0.12940878     0.69091362  4656.87304688     4.64945173     0.00100000     0.70624721
     0.77782124     0.69154865    -0.69353706     4.64903212  4659.49951172     0.12939876     0.69154865  4659.49951172     4.64903212     0.00100000     0.70621049
     0.77850515     0.69218653    -0.69178259     4.64861059  4662.06542969     0.12938938     0.69218653  4662.06542969     4.64861059     0.00100000     0.70617568
     0.77918911     0.69282812    -0.69003910     4.64818478  4664.57470703     0.12938094     0.69282812  4664.57470703     4.64818478     0.00100000     0.70614326
     0.77987301     0.69347453    -0.68830681     4.64775419  4667.03613281     0.12937328     0.69347453  4667.03613281     4.64775419     0.00100000     0.70611328
     0.78055692     0.69412595    -0.68658513     4.64731789  4669.45263672     0.12936623     0.69412595  4669.45263672     4.64731789     0.00100000     0.70608628
     0.78124088     0.69478124    -0.68487263     4.64687777  4671.83203125     0.12935974     0.69478124  4671.83203125     4.64687777     0.00100000     0.70606208
     0.78192478     0.69543821    -0.68316853     4.64643621  4674.19482422     0.12935375     0.69543821  4674.19482422     4.64643621     0.00100000     0.70604014
     0.78260875     0.69609547    -0.68147206     4.64599657  4676.55126953     0.12934835     0.69609547  4676.55126953     4.64599657     0.00100000     0.70602036
     0.78329265     0.69675136    -0.67978215     4.64555836  4678.89843750     0.12934366     0.69675136  4678.89843750     4.64555836     0.00100000     0.70600224
     0.78397655     0.69740516    -0.67809761     4.64512539  4681.24414062     0.12933995     0.69740516  4681.24414062     4.64512539     0.00100000     0.70598596
     0.78466052     0.69805616    -0.67641652     4.64469433  4683.60107422     0.12933727     0.69805616  4683.60107422     4.64469433     0.00100000     0.70597070
     0.78534442     0.69870353    -0.67473704     4.64426899  4685.96240234     0.12933581     0.69870353  4685.96240234     4.64426899     0.00100000     0.70595634
