# Age =     0.037774
# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Xc             
     1.34890079     1.29449439     0.44349405     4.34357643  6553.22216797     0.12981768     1.29449439  6553.22216797     4.34357643     0.70192659
     1.34958482     1.29538798     0.44455770     4.34319735  6554.95996094     0.12982798     1.29538798  6554.95996094     4.34319735     0.70191938
     1.35026860     1.29627526     0.44561788     4.34282160  6556.70898438     0.12983818     1.29627526  6556.70898438     4.34282160     0.70191294
     1.35095263     1.29715598     0.44667464     4.34245110  6558.45507812     0.12984833     1.29715598  6558.45507812     4.34245110     0.70190710
     1.35163653     1.29802740     0.44772667     4.34208679  6560.20849609     0.12985842     1.29802740  6560.20849609     4.34208679     0.70190167
     1.35232043     1.29888785     0.44877332     4.34172964  6561.97705078     0.12986846     1.29888785  6561.97705078     4.34172964     0.70189613
     1.35300446     1.29973555     0.44981399     4.34138250  6563.76074219     0.12987842     1.29973555  6563.76074219     4.34138250     0.70189083
     1.35368824     1.30056798     0.45084748     4.34104443  6565.55517578     0.12988831     1.30056798  6565.55517578     4.34104443     0.70188552
     1.35437226     1.30138373     0.45187408     4.34071779  6567.37939453     0.12989818     1.30138373  6567.37939453     4.34071779     0.70187956
     1.35505617     1.30218017     0.45289338     4.34040546  6569.21826172     0.12990794     1.30218017  6569.21826172     4.34040546     0.70187229
     1.35574007     1.30295753     0.45390618     4.34010553  6571.10107422     0.12991762     1.30295753  6571.10107422     4.34010553     0.70186210
     1.35642409     1.30371475     0.45491385     4.33981895  6573.02050781     0.12992717     1.30371475  6573.02050781     4.33981895     0.70184726
     1.35710788     1.30445349     0.45591736     4.33954668  6574.96972656     0.12993656     1.30445349  6574.96972656     4.33954668     0.70182794
     1.35779190     1.30517769     0.45691922     4.33928347  6576.95507812     0.12994568     1.30517769  6576.95507812     4.33928347     0.70180792
     1.35847580     1.30589139     0.45792061     4.33902836  6578.98095703     0.12995449     1.30589139  6578.98095703     4.33902836     0.70179105
     1.35915971     1.30659926     0.45892364     4.33877707  6581.01464844     0.12996289     1.30659926  6581.01464844     4.33877707     0.70178050
     1.35984373     1.30730665     0.45992994     4.33852673  6583.05957031     0.12997079     1.30730665  6583.05957031     4.33852673     0.70177746
     1.36052752     1.30801821     0.46094015     4.33827400  6585.11669922     0.12997806     1.30801821  6585.11669922     4.33827400     0.70177811
     1.36121154     1.30873704     0.46195537     4.33801556  6587.17041016     0.12998465     1.30873704  6587.17041016     4.33801556     0.70177805
     1.36189544     1.30946553     0.46297491     4.33775091  6589.19921875     0.12999059     1.30946553  6589.19921875     4.33775091     0.70177531
     1.36257935     1.31020355     0.46399859     4.33747959  6591.22509766     0.12999584     1.31020355  6591.22509766     4.33747959     0.70176810
     1.36326337     1.31095159     0.46502596     4.33720207  6593.22656250     0.13000040     1.31095159  6593.22656250     4.33720207     0.70175678
     1.36394715     1.31170845     0.46605578     4.33692026  6595.23583984     0.13000426     1.31170845  6595.23583984     4.33692026     0.70174307
     1.36463118     1.31247246     0.46708775     4.33663082  6597.21289062     0.13000746     1.31247246  6597.21289062     4.33663082     0.70172858
     1.36531508     1.31324291     0.46812063     4.33633900  6599.18701172     0.13001004     1.31324291  6599.18701172     4.33633900     0.70171458
     1.36599898     1.31401861     0.46915412     4.33604383  6601.15429688     0.13001196     1.31401861  6601.15429688     4.33604383     0.70170170
     1.36668301     1.31479871     0.47018802     4.33574581  6603.10791016     0.13001326     1.31479871  6603.10791016     4.33574581     0.70169044
     1.36736679     1.31558228     0.47122133     4.33544540  6605.06591797     0.13001397     1.31558228  6605.06591797     4.33544540     0.70168060
     1.36805081     1.31636882     0.47225448     4.33514309  6607.00976562     0.13001418     1.31636882  6607.00976562     4.33514309     0.70167202
     1.36873472     1.31715775     0.47328666     4.33484077  6608.93945312     0.13001385     1.31715775  6608.93945312     4.33484077     0.70166469
     1.36941862     1.31794858     0.47431803     4.33453560  6610.87744141     0.13001306     1.31794858  6610.87744141     4.33453560     0.70165837
     1.37010264     1.31874108     0.47534847     4.33423090  6612.81933594     0.13001186     1.31874108  6612.81933594     4.33423090     0.70165253
     1.37078643     1.31953406     0.47637728     4.33392429  6614.73974609     0.13001022     1.31953406  6614.73974609     4.33392429     0.70164698
     1.37147045     1.32032764     0.47740513     4.33361816  6616.65771484     0.13000825     1.32032764  6616.65771484     4.33361816     0.70164144
     1.37215436     1.32112134     0.47843137     4.33331347  6618.58300781     0.13000597     1.32112134  6618.58300781     4.33331347     0.70163602
     1.37283826     1.32191479     0.47945619     4.33300829  6620.50537109     0.13000342     1.32191479  6620.50537109     4.33300829     0.70163035
     1.37352228     1.32270753     0.48047951     4.33270359  6622.42480469     0.13000065     1.32270753  6622.42480469     4.33270359     0.70162481
     1.37420607     1.32349873     0.48150092     4.33240032  6624.34472656     0.12999775     1.32349873  6624.34472656     4.33240032     0.70161873
     1.37489009     1.32428908     0.48252088     4.33209753  6626.25781250     0.12999468     1.32428908  6626.25781250     4.33209753     0.70161241
     1.37557411     1.32507777     0.48353922     4.33179522  6628.17138672     0.12999153     1.32507777  6628.17138672     4.33179522     0.70160598
     1.37625790     1.32586396     0.48455542     4.33149576  6630.09277344     0.12998837     1.32586396  6630.09277344     4.33149576     0.70159930
     1.37694192     1.32664812     0.48557007     4.33119774  6632.00390625     0.12998521     1.32664812  6632.00390625     4.33119774     0.70159233
     1.37762570     1.32742977     0.48658252     4.33090162  6633.91943359     0.12998208     1.32742977  6633.91943359     4.33090162     0.70158499
     1.37830973     1.32820868     0.48759338     4.33060741  6635.83544922     0.12997912     1.32820868  6635.83544922     4.33060741     0.70157748
     1.37899375     1.32898402     0.48860231     4.33031559  6637.75537109     0.12997629     1.32898402  6637.75537109     4.33031559     0.70156980
     1.37967753     1.32975566     0.48960894     4.33002567  6639.68701172     0.12997365     1.32975566  6639.68701172     4.33002567     0.70156163
     1.38036156     1.33052397     0.49061391     4.32973957  6641.60839844     0.12997127     1.33052397  6641.60839844     4.32973957     0.70155317
     1.38104534     1.33128834     0.49161667     4.32945442  6643.53710938     0.12996916     1.33128834  6643.53710938     4.32945442     0.70154452
     1.38172936     1.33204949     0.49261799     4.32917213  6645.46337891     0.12996732     1.33204949  6645.46337891     4.32917213     0.70153558
     1.38241339     1.33280849     0.49361774     4.32889223  6647.40429688     0.12996571     1.33280849  6647.40429688     4.32889223     0.70152640
     1.38309717     1.33356500     0.49461585     4.32861328  6649.33154297     0.12996434     1.33356500  6649.33154297     4.32861328     0.70151716
     1.38378119     1.33432031     0.49561316     4.32833672  6651.28125000     0.12996319     1.33432031  6651.28125000     4.32833672     0.70150775
     1.38446498     1.33507431     0.49660918     4.32806015  6653.20214844     0.12996225     1.33507431  6653.20214844     4.32806015     0.70149821
     1.38514900     1.33582759     0.49760464     4.32778358  6655.14550781     0.12996152     1.33582759  6655.14550781     4.32778358     0.70148855
     1.38583302     1.33658099     0.49859965     4.32750750  6657.07861328     0.12996095     1.33658099  6657.07861328     4.32750750     0.70147890
     1.38651681     1.33733463     0.49959388     4.32723188  6659.01220703     0.12996060     1.33733463  6659.01220703     4.32723188     0.70146924
     1.38720083     1.33808935     0.50058830     4.32695627  6660.93505859     0.12996040     1.33808935  6660.93505859     4.32695627     0.70145935
     1.38788462     1.33884525     0.50158226     4.32667875  6662.86962891     0.12996037     1.33884525  6662.86962891     4.32667875     0.70144969
     1.38856864     1.33960354     0.50257683     4.32640076  6664.79052734     0.12996046     1.33960354  6664.79052734     4.32640076     0.70143992
     1.38925266     1.34036362     0.50357169     4.32612181  6666.71875000     0.12996070     1.34036362  6666.71875000     4.32612181     0.70143014
     1.38993645     1.34112644     0.50456679     4.32584047  6668.63671875     0.12996106     1.34112644  6668.63671875     4.32584047     0.70142043
     1.39062047     1.34189248     0.50556290     4.32555866  6670.55175781     0.12996152     1.34189248  6670.55175781     4.32555866     0.70141053
     1.39130425     1.34266210     0.50655955     4.32527447  6672.45996094     0.12996207     1.34266210  6672.45996094     4.32527447     0.70140070
     1.39198828     1.34343541     0.50755757     4.32498789  6674.37255859     0.12996273     1.34343541  6674.37255859     4.32498789     0.70139098
     1.39267230     1.34421337     0.50855684     4.32469749  6676.27441406     0.12996346     1.34421337  6676.27441406     4.32469749     0.70138127
     1.39335608     1.34499562     0.50955719     4.32440567  6678.17333984     0.12996425     1.34499562  6678.17333984     4.32440567     0.70137155
     1.39404011     1.34578311     0.51055932     4.32411051  6680.07275391     0.12996507     1.34578311  6680.07275391     4.32411051     0.70136207
     1.39472389     1.34657562     0.51156265     4.32381344  6681.96142578     0.12996593     1.34657562  6681.96142578     4.32381344     0.70135254
     1.39540792     1.34737408     0.51256806     4.32351065  6683.84375000     0.12996683     1.34737408  6683.84375000     4.32351065     0.70134330
     1.39609194     1.34817827     0.51357520     4.32320499  6685.72265625     0.12996772     1.34817827  6685.72265625     4.32320499     0.70133430
     1.39677572     1.34898829     0.51458383     4.32289696  6687.59472656     0.12996863     1.34898829  6687.59472656     4.32289696     0.70132565
     1.39745975     1.34980464     0.51559472     4.32258415  6689.46337891     0.12996951     1.34980464  6689.46337891     4.32258415     0.70131743
     1.39814353     1.35062706     0.51660699     4.32226706  6691.32226562     0.12997039     1.35062706  6691.32226562     4.32226706     0.70130986
     1.39882755     1.35145593     0.51762122     4.32194805  6693.17724609     0.12997122     1.35145593  6693.17724609     4.32194805     0.70130295
     1.39951158     1.35229087     0.51863700     4.32162380  6695.02587891     0.12997198     1.35229087  6695.02587891     4.32162380     0.70129651
     1.40019536     1.35313141     0.51965392     4.32129669  6696.86035156     0.12997270     1.35313141  6696.86035156     4.32129669     0.70129102
     1.40087938     1.35397732     0.52067214     4.32096577  6698.69482422     0.12997332     1.35397732  6698.69482422     4.32096577     0.70128632
     1.40156317     1.35482764     0.52169031     4.32063150  6700.52294922     0.12997392     1.35482764  6700.52294922     4.32063150     0.70128286
     1.40224719     1.35568094     0.52270848     4.32029676  6702.32910156     0.12997440     1.35568094  6702.32910156     4.32029676     0.70128065
     1.40293121     1.35653567     0.52372557     4.31996107  6704.14355469     0.12997483     1.35653567  6704.14355469     4.31996107     0.70127958
     1.40361500     1.35739064     0.52474064     4.31962442  6705.94335938     0.12997520     1.35739064  6705.94335938     4.31962442     0.70127916
     1.40429902     1.35824406     0.52575326     4.31928921  6707.74023438     0.12997551     1.35824406  6707.74023438     4.31928921     0.70127863
     1.40498281     1.35909379     0.52676225     4.31895542  6709.53369141     0.12997578     1.35909379  6709.53369141     4.31895542     0.70127714
     1.40566683     1.35993767     0.52776724     4.31862736  6711.33154297     0.12997599     1.35993767  6711.33154297     4.31862736     0.70127285
     1.40635085     1.36077404     0.52876705     4.31830311  6713.12988281     0.12997617     1.36077404  6713.12988281     4.31830311     0.70126456
     1.40703464     1.36160028     0.52976090     4.31798744  6714.93945312     0.12997630     1.36160028  6714.93945312     4.31798744     0.70125377
     1.40771866     1.36241472     0.53074920     4.31767988  6716.75732422     0.12997636     1.36241472  6716.75732422     4.31767988     0.70124251
     1.40840244     1.36321378     0.53173083     4.31738186  6718.58251953     0.12997639     1.36321378  6718.58251953     4.31738186     0.70123369
     1.40908647     1.36399639     0.53270638     4.31709433  6720.44531250     0.12997636     1.36399639  6720.44531250     4.31709433     0.70122963
     1.40977049     1.36475933     0.53367561     4.31682062  6722.32373047     0.12997630     1.36475933  6722.32373047     4.31682062     0.70122874
     1.41045427     1.36550033     0.53463858     4.31656075  6724.23193359     0.12997620     1.36550033  6724.23193359     4.31656075     0.70122635
     1.41113830     1.36621857     0.53559619     4.31631613  6726.18847656     0.12997605     1.36621857  6726.18847656     4.31631613     0.70121813
     1.41182208     1.36691415     0.53654927     4.31608534  6728.16796875     0.12997587     1.36691415  6728.16796875     4.31608534     0.70120299
     1.41250610     1.36759114     0.53750134     4.31586552  6730.19238281     0.12997565     1.36759114  6730.19238281     4.31586552     0.70118499
     1.41319013     1.36825478     0.53845525     4.31565380  6732.25097656     0.12997541     1.36825478  6732.25097656     4.31565380     0.70116973
     1.41387391     1.36891067     0.53941363     4.31544685  6734.35058594     0.12997514     1.36891067  6734.35058594     4.31544685     0.70115972
     1.41455793     1.36956561     0.54037899     4.31524086  6736.48388672     0.12997486     1.36956561  6736.48388672     4.31524086     0.70115316
     1.41524172     1.37022388     0.54135221     4.31503153  6738.64746094     0.12997457     1.37022388  6738.64746094     4.31503153     0.70114774
     1.41592574     1.37089038     0.54233426     4.31481934  6740.81933594     0.12997426     1.37089038  6740.81933594     4.31481934     0.70114189
     1.41660976     1.37156796     0.54332340     4.31459808  6743.00683594     0.12997395     1.37156796  6743.00683594     4.31459808     0.70113516
     1.41729355     1.37225831     0.54431748     4.31437016  6745.18408203     0.12997365     1.37225831  6745.18408203     4.31437016     0.70112705
     1.41797757     1.37296391     0.54531592     4.31413412  6747.33203125     0.12997335     1.37296391  6747.33203125     4.31413412     0.70111698
     1.41866136     1.37368405     0.54631603     4.31388855  6749.45458984     0.12997304     1.37368405  6749.45458984     4.31388855     0.70110542
     1.41934538     1.37441766     0.54731733     4.31363535  6751.54492188     0.12997277     1.37441766  6751.54492188     4.31363535     0.70109367
     1.42002940     1.37516332     0.54831821     4.31337547  6753.61328125     0.12997250     1.37516332  6753.61328125     4.31337547     0.70108259
     1.42071319     1.37591863     0.54931712     4.31310892  6755.63818359     0.12997228     1.37591863  6755.63818359     4.31310892     0.70107347
     1.42139721     1.37668228     0.55031419     4.31283808  6757.63720703     0.12997204     1.37668228  6757.63720703     4.31283808     0.70106626
     1.42208099     1.37745059     0.55130845     4.31256390  6759.61523438     0.12997186     1.37745059  6759.61523438     4.31256390     0.70106012
     1.42276502     1.37822270     0.55230010     4.31228828  6761.57812500     0.12997171     1.37822270  6761.57812500     4.31228828     0.70105439
     1.42344904     1.37899649     0.55328882     4.31201029  6763.52392578     0.12997155     1.37899649  6763.52392578     4.31201029     0.70104796
     1.42413282     1.37977076     0.55427438     4.31173182  6765.45458984     0.12997143     1.37977076  6765.45458984     4.31173182     0.70104057
     1.42481685     1.38054454     0.55525744     4.31145477  6767.38281250     0.12997134     1.38054454  6767.38281250     4.31145477     0.70103174
     1.42550075     1.38131762     0.55623776     4.31117725  6769.31494141     0.12997127     1.38131762  6769.31494141     4.31117725     0.70102203
     1.42618465     1.38208854     0.55721557     4.31090164  6771.23632812     0.12997122     1.38208854  6771.23632812     4.31090164     0.70101154
     1.42686868     1.38285792     0.55819124     4.31062698  6773.15478516     0.12997116     1.38285792  6773.15478516     4.31062698     0.70100123
     1.42755246     1.38362455     0.55916494     4.31035376  6775.07373047     0.12997116     1.38362455  6775.07373047     4.31035376     0.70099157
     1.42823648     1.38438904     0.56013685     4.31008244  6776.98925781     0.12997116     1.38438904  6776.98925781     4.31008244     0.70098299
     1.42892039     1.38515019     0.56110692     4.30981302  6778.91308594     0.12997118     1.38515019  6778.91308594     4.30981302     0.70097548
     1.42960429     1.38590801     0.56207526     4.30954599  6780.83740234     0.12997122     1.38590801  6780.83740234     4.30954599     0.70096987
     1.43028831     1.38666248     0.56304228     4.30928040  6782.76611328     0.12997128     1.38666248  6782.76611328     4.30928040     0.70096582
     1.43097210     1.38741231     0.56400734     4.30901909  6784.70263672     0.12997131     1.38741231  6784.70263672     4.30901909     0.70096326
     1.43165612     1.38815832     0.56497109     4.30876064  6786.64697266     0.12997139     1.38815832  6786.64697266     4.30876064     0.70096183
     1.43234003     1.38889921     0.56593311     4.30850410  6788.58837891     0.12997146     1.38889921  6788.58837891     4.30850410     0.70096147
     1.43302393     1.38963497     0.56689346     4.30825138  6790.54541016     0.12997153     1.38963497  6790.54541016     4.30825138     0.70096171
     1.43370795     1.39036512     0.56785232     4.30800247  6792.50292969     0.12997164     1.39036512  6792.50292969     4.30800247     0.70096189
     1.43439174     1.39108932     0.56880915     4.30775547  6794.47558594     0.12997173     1.39108932  6794.47558594     4.30775547     0.70096201
     1.43507576     1.39180720     0.56976479     4.30751419  6796.45654297     0.12997183     1.39180720  6796.45654297     4.30751419     0.70096141
     1.43575966     1.39251792     0.57071823     4.30727768  6798.45312500     0.12997192     1.39251792  6798.45312500     4.30727768     0.70096004
     1.43644357     1.39322174     0.57167011     4.30704403  6800.45361328     0.12997201     1.39322174  6800.45361328     4.30704403     0.70095730
     1.43712759     1.39391816     0.57262045     4.30681658  6802.47363281     0.12997212     1.39391816  6802.47363281     4.30681658     0.70095289
     1.43781137     1.39460599     0.57356858     4.30659294  6804.50927734     0.12997222     1.39460599  6804.50927734     4.30659294     0.70094717
     1.43849540     1.39528584     0.57451522     4.30637550  6806.56054688     0.12997232     1.39528584  6806.56054688     4.30637550     0.70093983
     1.43917930     1.39595640     0.57546002     4.30616283  6808.62353516     0.12997241     1.39595640  6808.62353516     4.30616283     0.70093155
     1.43986320     1.39661753     0.57640302     4.30595541  6810.70947266     0.12997249     1.39661753  6810.70947266     4.30595541     0.70092249
     1.44054723     1.39726913     0.57734460     4.30575562  6812.82226562     0.12997258     1.39726913  6812.82226562     4.30575562     0.70091283
     1.44123101     1.39791095     0.57828432     4.30556059  6814.93212891     0.12997262     1.39791095  6814.93212891     4.30556059     0.70090330
     1.44191504     1.39854479     0.57922292     4.30537128  6817.06835938     0.12997268     1.39854479  6817.06835938     4.30537128     0.70089412
     1.44259894     1.39917111     0.58016050     4.30518579  6819.22802734     0.12997274     1.39917111  6819.22802734     4.30518579     0.70088607
     1.44328284     1.39979053     0.58109725     4.30500603  6821.38476562     0.12997279     1.39979053  6821.38476562     4.30500603     0.70087928
     1.44396687     1.40040481     0.58203363     4.30482912  6823.56835938     0.12997280     1.40040481  6823.56835938     4.30482912     0.70087385
     1.44465065     1.40101397     0.58296931     4.30465555  6825.75292969     0.12997283     1.40101397  6825.75292969     4.30465555     0.70086938
     1.44533467     1.40161967     0.58390534     4.30448532  6827.94531250     0.12997286     1.40161967  6827.94531250     4.30448532     0.70086551
     1.44601858     1.40222239     0.58484119     4.30431652  6830.15722656     0.12997289     1.40222239  6830.15722656     4.30431652     0.70086187
     1.44670248     1.40282309     0.58577728     4.30414867  6832.35839844     0.12997289     1.40282309  6832.35839844     4.30414867     0.70085812
     1.44738650     1.40342343     0.58671385     4.30398226  6834.58300781     0.12997290     1.40342343  6834.58300781     4.30398226     0.70085394
     1.44807029     1.40402329     0.58765072     4.30381632  6836.80078125     0.12997292     1.40402329  6836.80078125     4.30381632     0.70084912
     1.44875431     1.40462458     0.58858824     4.30364895  6839.01171875     0.12997289     1.40462458  6839.01171875     4.30364895     0.70084298
     1.44943821     1.40522802     0.58952636     4.30348253  6841.23876953     0.12997288     1.40522802  6841.23876953     4.30348253     0.70083576
     1.45012212     1.40583372     0.59046531     4.30331278  6843.46240234     0.12997286     1.40583372  6843.46240234     4.30331278     0.70082760
     1.45080614     1.40644372     0.59140509     4.30314112  6845.67578125     0.12997283     1.40644372  6845.67578125     4.30314112     0.70081842
     1.45148993     1.40705788     0.59234530     4.30296850  6847.90087891     0.12997283     1.40705788  6847.90087891     4.30296850     0.70080888
     1.45217395     1.40767753     0.59328681     4.30279016  6850.10400391     0.12997282     1.40767753  6850.10400391     4.30279016     0.70079899
     1.45285785     1.40830278     0.59422904     4.30260944  6852.30419922     0.12997279     1.40830278  6852.30419922     4.30260944     0.70078892
     1.45354176     1.40893507     0.59517199     4.30242491  6854.49023438     0.12997276     1.40893507  6854.49023438     4.30242491     0.70077932
     1.45422578     1.40957439     0.59611589     4.30223703  6856.66943359     0.12997273     1.40957439  6856.66943359     4.30223703     0.70077008
     1.45490956     1.41022146     0.59706026     4.30204201  6858.83398438     0.12997273     1.41022146  6858.83398438     4.30204201     0.70076168
     1.45559359     1.41087627     0.59800553     4.30184412  6860.98437500     0.12997267     1.41087627  6860.98437500     4.30184412     0.70075405
     1.45627749     1.41154015     0.59895104     4.30164099  6863.11279297     0.12997265     1.41154015  6863.11279297     4.30164099     0.70074713
     1.45696139     1.41221273     0.59989703     4.30143118  6865.23437500     0.12997262     1.41221273  6865.23437500     4.30143118     0.70074075
     1.45764542     1.41289449     0.60084337     4.30121708  6867.31542969     0.12997259     1.41289449  6867.31542969     4.30121708     0.70073485
     1.45832920     1.41358566     0.60178936     4.30099630  6869.39306641     0.12997256     1.41358566  6869.39306641     4.30099630     0.70072919
     1.45901322     1.41428590     0.60273558     4.30077076  6871.43359375     0.12997253     1.41428590  6871.43359375     4.30077076     0.70072359
     1.45969713     1.41499567     0.60368127     4.30053949  6873.45556641     0.12997252     1.41499567  6873.45556641     4.30053949     0.70071775
     1.46038103     1.41571462     0.60462630     4.30030251  6875.44824219     0.12997249     1.41571462  6875.44824219     4.30030251     0.70071179
     1.46106505     1.41644156     0.60557067     4.30006027  6877.41503906     0.12997247     1.41644156  6877.41503906     4.30006027     0.70070523
     1.46174884     1.41717482     0.60651350     4.29981422  6879.37109375     0.12997246     1.41717482  6879.37109375     4.29981422     0.70069849
     1.46243286     1.41791296     0.60745531     4.29956532  6881.30126953     0.12997244     1.41791296  6881.30126953     4.29956532     0.70069146
     1.46311677     1.41865420     0.60839534     4.29931498  6883.23193359     0.12997244     1.41865420  6883.23193359     4.29931498     0.70068449
     1.46380067     1.41939628     0.60933363     4.29906416  6885.14013672     0.12997241     1.41939628  6885.14013672     4.29906416     0.70067745
     1.46448469     1.42013836     0.61027032     4.29881239  6887.04541016     0.12997241     1.42013836  6887.04541016     4.29881239     0.70067042
     1.46516848     1.42087793     0.61120510     4.29856348  6888.95898438     0.12997241     1.42087793  6888.95898438     4.29856348     0.70066345
     1.46585250     1.42161357     0.61213851     4.29831696  6890.86523438     0.12997240     1.42161357  6890.86523438     4.29831696     0.70065635
     1.46653640     1.42234325     0.61307037     4.29807377  6892.79492188     0.12997240     1.42234325  6892.79492188     4.29807377     0.70064890
     1.46722031     1.42306638     0.61400080     4.29783487  6894.73242188     0.12997238     1.42306638  6894.73242188     4.29783487     0.70064086
     1.46790433     1.42378092     0.61493003     4.29760170  6896.68994141     0.12997240     1.42378092  6896.68994141     4.29760170     0.70063227
     1.46858811     1.42448580     0.61585772     4.29737329  6898.66650391     0.12997241     1.42448580  6898.66650391     4.29737329     0.70062315
     1.46927214     1.42518044     0.61678469     4.29715252  6900.66650391     0.12997241     1.42518044  6900.66650391     4.29715252     0.70061368
     1.46995604     1.42586422     0.61771089     4.29693890  6902.70458984     0.12997241     1.42586422  6902.70458984     4.29693890     0.70060438
     1.47063994     1.42653656     0.61863637     4.29673052  6904.75878906     0.12997240     1.42653656  6904.75878906     4.29673052     0.70059532
     1.47132397     1.42719781     0.61956167     4.29653025  6906.84765625     0.12997241     1.42719781  6906.84765625     4.29653025     0.70058697
     1.47200775     1.42784739     0.62048614     4.29633617  6908.94482422     0.12997240     1.42784739  6908.94482422     4.29633617     0.70057905
     1.47269177     1.42848682     0.62141061     4.29614878  6911.07324219     0.12997240     1.42848682  6911.07324219     4.29614878     0.70057166
     1.47337568     1.42911565     0.62233448     4.29596806  6913.22460938     0.12997241     1.42911565  6913.22460938     4.29596806     0.70056456
     1.47405958     1.42973554     0.62325799     4.29579258  6915.39208984     0.12997243     1.42973554  6915.39208984     4.29579258     0.70055765
     1.47474360     1.43034661     0.62418073     4.29562235  6917.57519531     0.12997243     1.43034661  6917.57519531     4.29562235     0.70055062
     1.47542751     1.43095040     0.62510234     4.29545736  6919.77441406     0.12997243     1.43095040  6919.77441406     4.29545736     0.70054322
     1.47611141     1.43154669     0.62602270     4.29529619  6921.98583984     0.12997246     1.43154669  6921.98583984     4.29529619     0.70053530
     1.47679532     1.43213689     0.62694144     4.29513836  6924.20898438     0.12997246     1.43213689  6924.20898438     4.29513836     0.70052636
     1.47747922     1.43272173     0.62785816     4.29498482  6926.44091797     0.12997249     1.43272173  6926.44091797     4.29498482     0.70051622
     1.47816324     1.43330109     0.62877309     4.29483414  6928.69238281     0.12997249     1.43330109  6928.69238281     4.29483414     0.70050502
     1.47884715     1.43387532     0.62968576     4.29468679  6930.94824219     0.12997247     1.43387532  6930.94824219     4.29468679     0.70049328
     1.47953105     1.43444431     0.63059622     4.29454231  6933.20117188     0.12997249     1.43444431  6933.20117188     4.29454231     0.70048159
     1.48021495     1.43500829     0.63150477     4.29440165  6935.48144531     0.12997249     1.43500829  6935.48144531     4.29440165     0.70047057
     1.48089886     1.43556714     0.63241136     4.29426384  6937.75878906     0.12997250     1.43556714  6937.75878906     4.29426384     0.70046043
     1.48158288     1.43612111     0.63331646     4.29412889  6940.04443359     0.12997252     1.43612111  6940.04443359     4.29412889     0.70045179
     1.48226678     1.43667078     0.63421983     4.29399538  6942.32275391     0.12997250     1.43667078  6942.32275391     4.29399538     0.70044434
     1.48295069     1.43721581     0.63512206     4.29386663  6944.61376953     0.12997250     1.43721581  6944.61376953     4.29386663     0.70043772
     1.48363459     1.43775725     0.63602334     4.29373932  6946.90917969     0.12997252     1.43775725  6946.90917969     4.29373932     0.70043182
     1.48431849     1.43829489     0.63692403     4.29361343  6949.21337891     0.12997253     1.43829489  6949.21337891     4.29361343     0.70042598
     1.48500252     1.43882918     0.63782424     4.29348946  6951.52539062     0.12997253     1.43882918  6951.52539062     4.29348946     0.70042032
     1.48568642     1.43936086     0.63872403     4.29336834  6953.84619141     0.12997253     1.43936086  6953.84619141     4.29336834     0.70041442
     1.48637033     1.43988979     0.63962358     4.29324865  6956.14843750     0.12997255     1.43988979  6956.14843750     4.29324865     0.70040816
     1.48705423     1.44041729     0.64052308     4.29312897  6958.47851562     0.12997253     1.44041729  6958.47851562     4.29312897     0.70040148
     1.48773813     1.44094300     0.64142275     4.29301214  6960.81250000     0.12997253     1.44094300  6960.81250000     4.29301214     0.70039451
     1.48842216     1.44146812     0.64232284     4.29289341  6963.15576172     0.12997255     1.44146812  6963.15576172     4.29289341     0.70038742
     1.48910606     1.44199228     0.64322293     4.29277802  6965.49169922     0.12997253     1.44199228  6965.49169922     4.29277802     0.70038015
     1.48978996     1.44251692     0.64412344     4.29266071  6967.83593750     0.12997253     1.44251692  6967.83593750     4.29266071     0.70037293
     1.49047387     1.44304192     0.64502436     4.29254341  6970.18505859     0.12997253     1.44304192  6970.18505859     4.29254341     0.70036584
     1.49115777     1.44356787     0.64592552     4.29242563  6972.53515625     0.12997253     1.44356787  6972.53515625     4.29242563     0.70035893
     1.49184179     1.44409585     0.64682752     4.29230595  6974.88964844     0.12997253     1.44409585  6974.88964844     4.29230595     0.70035201
     1.49252570     1.44462502     0.64772964     4.29218626  6977.23339844     0.12997252     1.44462502  6977.23339844     4.29218626     0.70034546
     1.49320960     1.44515681     0.64863241     4.29206657  6979.57763672     0.12997252     1.44515681  6979.57763672     4.29206657     0.70033890
     1.49389350     1.44569147     0.64953530     4.29194307  6981.91943359     0.12997252     1.44569147  6981.91943359     4.29194307     0.70033252
     1.49457741     1.44622886     0.65043879     4.29181910  6984.25781250     0.12997252     1.44622886  6984.25781250     4.29181910     0.70032638
     1.49526143     1.44677007     0.65134305     4.29169416  6986.58544922     0.12997252     1.44677007  6986.58544922     4.29169416     0.70032042
     1.49594533     1.44731426     0.65224719     4.29156590  6988.91406250     0.12997250     1.44731426  6988.91406250     4.29156590     0.70031464
     1.49662924     1.44786286     0.65315181     4.29143524  6991.22802734     0.12997250     1.44786286  6991.22802734     4.29143524     0.70030898
     1.49731314     1.44841504     0.65405661     4.29130316  6993.52734375     0.12997250     1.44841504  6993.52734375     4.29130316     0.70030355
     1.49799705     1.44897175     0.65496159     4.29116774  6995.82763672     0.12997250     1.44897175  6995.82763672     4.29116774     0.70029825
     1.49868107     1.44953287     0.65586692     4.29103088  6998.11669922     0.12997249     1.44953287  6998.11669922     4.29103088     0.70029336
